title,imdb,year,decade code,binary,code,clean_test,average_sentiment,budget,domgross
Surrogates,tt0986263,2009,2.0,FAIL,2009FAIL,notalk,0.6057760000000001,80000000,38577772.0
Terminator Salvation,tt0438488,2009,2.0,FAIL,2009FAIL,men,0.5061399999999999,200000000,125322469.0
The Blind Side,tt0878804,2009,2.0,FAIL,2009FAIL,men,0.889092,35000000,255959475.0
The Boat That Rocked,tt1131729,2009,2.0,FAIL,2009FAIL,nowomen,0.8328280000000001,50000000,8017467.0
The Boondock Saints II: All Saints Day,tt1300851,2009,2.0,FAIL,2009FAIL,nowomen,0.591052,8000000,10273187.0
The Box,tt0362478,2009,2.0,PASS,2009PASS,ok,0.32388,25000000,15051977.0
The City of Your Final Destination,tt0896923,2009,2.0,PASS,2009PASS,ok,0.6714319999999999,8300000,493296.0
The Final Destination,tt1144884,2009,2.0,PASS,2009PASS,ok,-0.11924000000000001,40000000,66477700.0
The Fourth Kind,tt1220198,2009,2.0,PASS,2009PASS,ok,0.01641599999999999,10000000,26218170.0
The Girl with the Dragon Tattoo,tt1132620,2009,2.0,FAIL,2009FAIL,dubious,0.7566320000000002,90000000,102515793.0
The Girlfriend Experience,tt1103982,2009,2.0,FAIL,2009FAIL,dubious,0.163512,1300000,695840.0
The Good Guy,tt1247662,2009,2.0,PASS,2009PASS,ok,0.7270199999999999,10000000,100688.0
The Hangover,tt1119646,2009,2.0,FAIL,2009FAIL,notalk,0.893064,35000000,277322503.0
The Imaginarium of Doctor Parnassus,tt1054606,2009,2.0,FAIL,2009FAIL,notalk,0.7430439999999999,30000000,7689607.0
The Informant!,tt1130080,2009,2.0,FAIL,2009FAIL,notalk,0.580128,22000000,33316821.0
The Invention of Lying,tt1058017,2009,2.0,FAIL,2009FAIL,men,0.6870400000000001,18500000,18451251.0
The Last Station,tt0824758,2009,2.0,PASS,2009PASS,ok,0.8597680000000001,18000000,6617867.0
The Lovely Bones,tt0380510,2009,2.0,PASS,2009PASS,ok,0.185904,95000000,44114232.0
The Men Who Stare at Goats,tt1234548,2009,2.0,FAIL,2009FAIL,nowomen,0.647744,24000000,32428195.0
The Messenger,tt0790712,2009,2.0,FAIL,2009FAIL,notalk,0.0202,6500000,1109660.0
The Princess and the Frog,tt0780521,2009,2.0,PASS,2009PASS,ok,0.9446120000000001,105000000,104400899.0
The Proposal,tt1041829,2009,2.0,FAIL,2009FAIL,men,0.8698319999999999,40000000,163958031.0
The Road,tt0898367,2009,2.0,FAIL,2009FAIL,notalk,0.025176000000000014,25000000,8114270.0
The Secret of Kells,tt0485601,2009,2.0,FAIL,2009FAIL,nowomen,0.7911999999999999,8000000,690290.0
The Soloist,tt0821642,2009,2.0,FAIL,2009FAIL,notalk,0.6584960000000001,60000000,31720158.0
The Taking of Pelham 123,tt1111422,2009,2.0,FAIL,2009FAIL,nowomen,0.510824,110000000,65452312.0
The Time Traveler&#39;s Wife,tt0452694,2009,2.0,FAIL,2009FAIL,dubious,0.7481320000000001,39000000,63414846.0
The Ugly Truth,tt1142988,2009,2.0,FAIL,2009FAIL,men,0.5920120000000001,38000000,88915214.0
The Unborn,tt1139668,2009,2.0,PASS,2009PASS,ok,-0.24759199999999995,16000000,42670410.0
The Young Victoria,tt0962736,2009,2.0,PASS,2009PASS,ok,0.927536,35000000,11001272.0
Transformers: Revenge of the Fallen,tt1055369,2009,2.0,PASS,2009PASS,ok,0.4516833333333333,210000000,402111870.0
Up,tt1049413,2009,2.0,FAIL,2009FAIL,notalk,0.8190080000000001,175000000,293004164.0
Up in the Air,tt1193138,2009,2.0,FAIL,2009FAIL,men,0.7746599999999999,30000000,83823381.0
Veronika Decides to Die,tt1068678,2009,2.0,PASS,2009PASS,ok,0.27456,9000000,
Watchmen,tt0409459,2009,2.0,FAIL,2009FAIL,men,0.5343240000000001,138000000,107509799.0
Whatever Works,tt1178663,2009,2.0,FAIL,2009FAIL,dubious,0.8987040000000001,15000000,5306706.0
Where the Wild Things Are,tt0386117,2009,2.0,FAIL,2009FAIL,notalk,0.4894360000000001,100000000,77233467.0
Whip It,tt1172233,2009,2.0,PASS,2009PASS,ok,0.9555559999999998,15000000,13043363.0
Whiteout,tt0365929,2009,2.0,PASS,2009PASS,ok,0.19976000000000005,35000000,10275638.0
X-Men Origins: Wolverine,tt0458525,2009,2.0,FAIL,2009FAIL,dubious,0.6600360000000001,150000000,179883157.0
Yesterday Was a Lie,tt0448182,2009,2.0,PASS,2009PASS,ok,0.9194333333333334,200000,
Youth in Revolt,tt0403702,2009,2.0,FAIL,2009FAIL,notalk,0.8641839999999997,18000000,15285588.0
Zombieland,tt1156398,2009,2.0,PASS,2009PASS,ok,0.83846,23600000,75590286.0
21,tt0478087,2008,2.0,PASS,2008PASS,ok,0.6666279999999999,35000000,81159365.0
Appaloosa,tt0800308,2008,2.0,FAIL,2008FAIL,notalk,0.7882439999999998,20000000,20211394.0
Australia,tt0455824,2008,2.0,FAIL,2008FAIL,men,0.7937239999999999,130000000,49554002.0
Baby Mama,tt0871426,2008,2.0,PASS,2008PASS,ok,0.8255280000000004,30000000,60494212.0
Be Kind Rewind,tt0799934,2008,2.0,FAIL,2008FAIL,notalk,0.787732,20000000,11175164.0
Bedtime Stories,tt0960731,2008,2.0,PASS,2008PASS,ok,0.7208319999999999,80000000,110101975.0
Blindness,tt0861689,2008,2.0,PASS,2008PASS,ok,-0.035879999999999995,25000000,3073392.0
Bolt,tt0397892,2008,2.0,PASS,2008PASS,ok,0.969028,150000000,114053759.0
Burn After Reading,tt0887883,2008,2.0,FAIL,2008FAIL,notalk,0.6226400000000001,37000000,60355347.0
Changeling,tt0824747,2008,2.0,PASS,2008PASS,ok,0.4840400000000001,55000000,35739802.0
Che: Part One,tt0892255,2008,2.0,FAIL,2008FAIL,notalk,0.433088,58000000,293708.0
City of Ember,tt0970411,2008,2.0,PASS,2008PASS,ok,0.6224639999999999,38000000,7871693.0
Cloverfield,tt1060277,2008,2.0,PASS,2008PASS,ok,0.5010840000000001,25000000,80048433.0
Day of the Dead,tt0489018,2008,2.0,PASS,2008PASS,ok,-0.5135000000000001,18000000,
Death Race,tt0452608,2008,2.0,FAIL,2008FAIL,notalk,0.17823199999999995,65000000,36316032.0
Defiance,tt1034303,2008,2.0,PASS,2008PASS,ok,0.350524,50000000,28644813.0
"Definitely, Maybe",tt0832266,2008,2.0,PASS,2008PASS,ok,0.96338,7000000,32241649.0
Doomsday,tt0483607,2008,2.0,PASS,2008PASS,ok,0.181196,33000000,11008770.0
Doubt,tt0918927,2008,2.0,PASS,2008PASS,ok,0.2446791666666667,20000000,33446470.0
Eagle Eye,tt1059786,2008,2.0,FAIL,2008FAIL,notalk,0.4811959999999999,80000000,101440743.0
Easy Virtue,tt0808244,2008,2.0,PASS,2008PASS,ok,0.7190080000000001,14000000,2656784.0
Fireproof,tt1129423,2008,2.0,FAIL,2008FAIL,men,0.8340159999999999,500000,33456317.0
Fly Me to the Moon,tt0486321,2008,2.0,FAIL,2008FAIL,nowomen,0.590972,25000000,14543943.0
Forgetting Sarah Marshall,tt0800039,2008,2.0,PASS,2008PASS,ok,0.858504,30000000,63172463.0
Four Christmases,tt0369436,2008,2.0,PASS,2008PASS,ok,0.6411080000000001,80000000,120146040.0
Frost/Nixon,tt0870111,2008,2.0,FAIL,2008FAIL,notalk,0.923536,29000000,18622031.0
Frozen River,tt0978759,2008,2.0,PASS,2008PASS,ok,0.231896,1000000,2511476.0
Gake no ue no Ponyo,tt0876563,2008,2.0,PASS,2008PASS,ok,0.957368,34000000,15090399.0
Ghost Town,tt0995039,2008,2.0,FAIL,2008FAIL,notalk,0.7912959999999998,20000000,13252641.0
Gran Torino,tt1205489,2008,2.0,FAIL,2008FAIL,men,0.5363199999999999,25000000,148095302.0
Hamlet 2,tt1104733,2008,2.0,PASS,2008PASS,ok,0.7721439999999999,9000000,4886216.0
Hancock,tt0448157,2008,2.0,FAIL,2008FAIL,nowomen,0.780304,150000000,227946274.0
Herb &amp; Dorothy,tt1227929,2008,2.0,PASS,2008PASS,ok,0.9656666666666666,82500000,75986503.0
High School Musical 3: Senior Year,tt0962726,2008,2.0,PASS,2008PASS,ok,0.452664,11000000,90559416.0
Igor,tt0465502,2008,2.0,FAIL,2008FAIL,men,0.4708000000000001,30000000,19528602.0
In Bruges,tt0780536,2008,2.0,FAIL,2008FAIL,notalk,0.5423520000000001,15000000,7800825.0
Indiana Jones and the Kingdom of the Crystal Skull,tt0367882,2008,2.0,FAIL,2008FAIL,notalk,0.6337440000000001,185000000,317023851.0
Inkheart,tt0494238,2008,2.0,PASS,2008PASS,ok,0.7073520000000002,60000000,17303424.0
Iron Man,tt0371746,2008,2.0,FAIL,2008FAIL,men,0.8502879999999999,186000000,318604126.0
Journey to the Center of the Earth,tt0373051,2008,2.0,FAIL,2008FAIL,notalk,0.729208,45000000,101704370.0
Jumper,tt0489099,2008,2.0,FAIL,2008FAIL,notalk,0.523472,82500000,81168265.0
Kung Fu Panda,tt0441773,2008,2.0,FAIL,2008FAIL,notalk,0.5560400000000001,130000000,215434591.0
L&aring;t den r&auml;tte komma in (Let the Right One In),tt1139797,2008,2.0,FAIL,2008FAIL,notalk,0.3983479999999999,4500000,2122085.0
Made of Honor,tt0866439,2008,2.0,FAIL,2008FAIL,men,0.9016960000000004,40000000,46012734.0
Max Payne,tt0467197,2008,2.0,PASS,2008PASS,ok,0.2629880000000001,35000000,40687294.0
Meet Dave,tt0765476,2008,2.0,FAIL,2008FAIL,notalk,0.5016640000000001,60000000,11803254.0
Milk,tt1013753,2008,2.0,FAIL,2008FAIL,notalk,0.8403679999999999,20000000,31841299.0
Miracle at St. Anna,tt1046997,2008,2.0,FAIL,2008FAIL,men,0.05060400000000004,45000000,7916887.0
Nick and Norah&#39;s Infinite Playlist,tt0981227,2008,2.0,PASS,2008PASS,ok,0.9507559999999999,10000000,31487293.0
Nim&#39;s Island,tt0410377,2008,2.0,PASS,2008PASS,ok,0.8889999999999999,37000000,48006762.0
Pineapple Express,tt0910936,2008,2.0,FAIL,2008FAIL,men,0.7115320000000002,26000000,87341380.0
Pontypool,tt1226681,2008,2.0,FAIL,2008FAIL,nowomen,0.220176,1500000,3865.0
Possession,tt0368563,2008,2.0,PASS,2008PASS,ok,0.4193080000000001,25000000,10103647.0
Prom Night,tt0926129,2008,2.0,PASS,2008PASS,ok,-0.505832,18000000,43869350.0
Quantum of Solace,tt0830515,2008,2.0,FAIL,2008FAIL,notalk,0.08810400000000003,230000000,169368427.0
Quarantine,tt1082868,2008,2.0,PASS,2008PASS,ok,-0.02965600000000002,12000000,31691811.0
Rachel Getting Married,tt1084950,2008,2.0,PASS,2008PASS,ok,0.2645280000000001,12000000,12796861.0
Revolutionary Road,tt0959337,2008,2.0,PASS,2008PASS,ok,0.6645599999999999,45000000,22911480.0
RocknRolla,tt1032755,2008,2.0,FAIL,2008FAIL,notalk,0.938248,18000000,5700626.0
Seven Pounds,tt0814314,2008,2.0,PASS,2008PASS,ok,0.6098520000000001,54000000,69951824.0
Sex and the City,tt1000774,2008,2.0,PASS,2008PASS,ok,0.653616,57500000,152647258.0
Slumdog Millionaire,tt1010048,2008,2.0,FAIL,2008FAIL,notalk,0.8753319999999999,14000000,141319928.0
Speed Racer,tt0811080,2008,2.0,PASS,2008PASS,ok,0.654412,120000000,43945766.0
Stargate: The Ark of Truth,tt0942903,2008,2.0,FAIL,2008FAIL,dubious,0.5821600000000001,7000000,
Step Brothers,tt0838283,2008,2.0,FAIL,2008FAIL,notalk,0.8178639999999998,65000000,100468793.0
Sunshine Cleaning,tt0862846,2008,2.0,PASS,2008PASS,ok,0.8269080000000001,5000000,12062558.0
"Synecdoche, New York",tt0383028,2008,2.0,FAIL,2008FAIL,dubious,0.851392,20000000,3083538.0
Taken,tt0936501,2008,2.0,PASS,2008PASS,ok,0.276588,25000000,145000989.0
The Bank Job,tt0200465,2008,2.0,PASS,2008PASS,ok,0.7728359999999996,20000000,30060660.0
The Brothers Bloom,tt0844286,2008,2.0,FAIL,2008FAIL,dubious,0.8672120000000002,20000000,3531756.0
The Chronicles of Narnia: Prince Caspian,tt0499448,2008,2.0,PASS,2008PASS,ok,0.30901199999999995,225000000,141621490.0
The Curious Case of Benjamin Button,tt0421715,2008,2.0,FAIL,2008FAIL,dubious,0.9675880000000002,160000000,127509326.0
The Dark Knight,tt0468569,2008,2.0,FAIL,2008FAIL,dubious,0.921952,185000000,533345358.0
The Day the Earth Stood Still,tt0970416,2008,2.0,PASS,2008PASS,ok,0.09967199999999997,80000000,79366978.0
The Eye,tt0406759,2008,2.0,PASS,2008PASS,ok,8.799999999998586e-05,12000000,31418697.0
The Forbidden Kingdom,tt0865556,2008,2.0,FAIL,2008FAIL,notalk,0.6998320000000001,55000000,52075270.0
The House Bunny,tt0852713,2008,2.0,PASS,2008PASS,ok,0.7628200000000003,25000000,48237389.0
The Hurt Locker,tt0887912,2008,2.0,FAIL,2008FAIL,notalk,-0.12621200000000002,15000000,17017811.0
The Incredible Hulk,tt0800080,2008,2.0,FAIL,2008FAIL,notalk,0.627564,137500000,134806913.0
The Lucky Ones,tt0981072,2008,2.0,PASS,2008PASS,ok,0.7490119999999999,14000000,266967.0
The Other Boleyn Girl,tt0467200,2008,2.0,PASS,2008PASS,ok,0.7584279999999999,40000000,26814957.0
The Reader,tt0976051,2008,2.0,FAIL,2008FAIL,notalk,0.5969679999999999,32500000,34194407.0
The Secret Life of Bees,tt0416212,2008,2.0,PASS,2008PASS,ok,0.636696,11000000,37770162.0
The Sisterhood of the Traveling Pants 2,tt1018785,2008,2.0,PASS,2008PASS,ok,0.5836680000000002,27000000,44089964.0
The Strangers,tt0482606,2008,2.0,FAIL,2008FAIL,dubious,-0.4113720000000001,9000000,52597610.0
The Tale of Despereaux,tt420238,2008,2.0,PASS,2008PASS,ok,,60000000,50877145.0
The Women,tt0430770,2008,2.0,PASS,2008PASS,ok,0.476408,16000000,26902075.0
The Wrestler,tt1125849,2008,2.0,FAIL,2008FAIL,notalk,0.5722520000000001,6000000,26238243.0
Three Kingdoms: Resurrection of the Dragon,tt0882978,2008,2.0,FAIL,2008FAIL,notalk,0.41653599999999996,20000000,
Transsiberian,tt0800241,2008,2.0,PASS,2008PASS,ok,0.3651880000000001,15000000,2203641.0
Tropic Thunder,tt0942385,2008,2.0,FAIL,2008FAIL,nowomen,0.8635560000000002,90000000,110461307.0
Twilight,tt1099212,2008,2.0,PASS,2008PASS,ok,0.7444479999999999,37000000,192769854.0
Valkyrie,tt0985699,2008,2.0,FAIL,2008FAIL,notalk,0.36887916666666665,90000000,83077762.0
Vicky Cristina Barcelona,tt0497465,2008,2.0,PASS,2008PASS,ok,0.835828,16000000,23216709.0
WALL-E,tt0910970,2008,2.0,FAIL,2008FAIL,notalk,0.8780280000000001,180000000,223808164.0
Waltz with Bashir,tt1185616,2008,2.0,FAIL,2008FAIL,nowomen,-0.14925833333333333,2000000,2283849.0
Wanted,tt0493464,2008,2.0,FAIL,2008FAIL,notalk,0.5458040000000001,75000000,134508551.0
"Welcome Home, Roscoe Jenkins",tt0494652,2008,2.0,FAIL,2008FAIL,dubious,0.7363919999999999,27500000,42436517.0
Wendy and Lucy,tt1152850,2008,2.0,PASS,2008PASS,ok,0.6822320000000002,300000,865695.0
What Happens In Vegas,tt1033643,2008,2.0,PASS,2008PASS,ok,0.9663720000000002,35000000,80277646.0
Yes Man,tt1068680,2008,2.0,FAIL,2008FAIL,notalk,0.971412,50000000,97690976.0
[Rec],tt1038988,2007,2.0,PASS,2007PASS,ok,0.15486,2100000,
1408,tt0450385,2007,2.0,PASS,2007PASS,ok,-0.159744,22500000,71985628.0
28 Weeks Later,tt0463854,2007,2.0,PASS,2007PASS,ok,-0.10546000000000004,15000000,28638916.0
3:10 to Yuma,tt0381849,2007,2.0,FAIL,2007FAIL,nowomen,0.5811,48000000,53606916.0
30 Days of Night,tt0389722,2007,2.0,FAIL,2007FAIL,men,0.04314399999999998,30000000,39568996.0
88 Minutes,tt0411061,2007,2.0,FAIL,2007FAIL,notalk,0.04333199999999996,30000000,16930884.0
Across the Universe,tt0445922,2007,2.0,PASS,2007PASS,ok,0.7372960000000001,45000000,24343673.0
Atonement,tt0783233,2007,2.0,PASS,2007PASS,ok,0.6842759999999999,30000000,50980159.0
Becoming Jane,tt0416508,2007,2.0,PASS,2007PASS,ok,0.914416,16500000,18663911.0
Beowulf,tt0442933,2007,2.0,PASS,2007PASS,ok,0.498264,150000000,82195215.0
Blades of Glory,tt0445934,2007,2.0,PASS,2007PASS,ok,0.862124,61000000,118594548.0
Bridge to Terabithia,tt0398808,2007,2.0,PASS,2007PASS,ok,0.5665759999999999,25000000,82234139.0
Brooklyn Rules,tt0283503,2007,2.0,PASS,2007PASS,ok,0.6414320000000001,8000000,458232.0
Charlie Bartlett,tt0423977,2007,2.0,FAIL,2007FAIL,men,0.8707440000000001,12000000,3950294.0
Charlie Wilson&#39;s War,tt0472062,2007,2.0,PASS,2007PASS,ok,0.45064399999999993,75000000,66661095.0
Death at a Funeral,tt0795368,2007,2.0,PASS,2007PASS,ok,0.5507479999999999,21000000,42739347.0
Diary of the Dead,tt0848557,2007,2.0,PASS,2007PASS,ok,-0.3021760000000001,2750000,952620.0
Disturbia,tt0486822,2007,2.0,PASS,2007PASS,ok,0.5816583333333333,20000000,80209692.0
Eastern Promises,tt0765443,2007,2.0,PASS,2007PASS,ok,0.346972,50000000,17181265.0
Enchanted,tt0461770,2007,2.0,PASS,2007PASS,ok,0.885632,85000000,127706877.0
Fantastic Four: Rise of the Silver Surfer,tt0486576,2007,2.0,FAIL,2007FAIL,dubious,0.7056039999999999,120000000,131921738.0
Gone Baby Gone,tt0452623,2007,2.0,PASS,2007PASS,ok,0.7518119999999999,19000000,20300218.0
Hairspray,tt0427327,2007,2.0,PASS,2007PASS,ok,0.8100440000000002,75000000,118871849.0
Halloween,tt0373883,2007,2.0,PASS,2007PASS,ok,-0.07384399999999998,15000000,58269151.0
Hannibal Rising,tt0367959,2007,2.0,FAIL,2007FAIL,notalk,0.037256,50000000,27669725.0
Harry Potter and the Order of the Phoenix,tt0373889,2007,2.0,PASS,2007PASS,ok,0.7732919999999999,150000000,292004738.0
Hitman,tt0465494,2007,2.0,FAIL,2007FAIL,nowomen,0.34829200000000005,17500000,39687694.0
Hostel: Part II,tt0498353,2007,2.0,PASS,2007PASS,ok,-0.17814799999999995,7500000,17544812.0
Hot Fuzz,tt0425112,2007,2.0,FAIL,2007FAIL,notalk,0.896524,16000000,23618786.0
Hot Rod,tt0787475,2007,2.0,FAIL,2007FAIL,notalk,0.678416,25000000,13938332.0
I Am Legend,tt0480249,2007,2.0,PASS,2007PASS,ok,0.338892,150000000,256393010.0
Into the Wild,tt0758758,2007,2.0,FAIL,2007FAIL,notalk,0.5438040000000001,20000000,18354356.0
Juno,tt0467406,2007,2.0,PASS,2007PASS,ok,0.936948,7000000,143495265.0
Knocked Up,tt0478311,2007,2.0,PASS,2007PASS,ok,0.8796239999999999,27500000,148761765.0
Lars and the real Girl,tt0805564,2007,2.0,PASS,2007PASS,ok,0.857684,12500000,5956480.0
Live Free or Die Hard,tt0337978,2007,2.0,FAIL,2007FAIL,notalk,0.3665080000000001,110000000,134529403.0
Michael Clayton,tt0465538,2007,2.0,FAIL,2007FAIL,men,0.422724,21500000,49033882.0
Music and Lyrics,tt0758766,2007,2.0,FAIL,2007FAIL,men,0.9189799999999998,40000000,50572589.0
No Country for Old Men,tt0477348,2007,2.0,FAIL,2007FAIL,dubious,0.125092,25000000,74273505.0
No Reservations,tt0481141,2007,2.0,PASS,2007PASS,ok,0.8986440000000002,28000000,43107979.0
Paranormal Activity,tt1179904,2007,2.0,FAIL,2007FAIL,dubious,0.05558,450000,107918810.0
Persepolis,tt0808417,2007,2.0,PASS,2007PASS,ok,0.7068160000000002,7300000,4443403.0
Pirates of the Caribbean: At World&#39;s End,tt0449088,2007,2.0,PASS,2007PASS,ok,0.8406480000000002,300000000,309420425.0
Premonition,tt0477071,2007,2.0,PASS,2007PASS,ok,0.14474800000000002,20000000,47852604.0
Ratatouille,tt0382932,2007,2.0,FAIL,2007FAIL,nowomen,0.815096,150000000,206445654.0
Resident Evil: Extinction,tt0432021,2007,2.0,PASS,2007PASS,ok,-0.09182800000000003,45000000,50648679.0
Rush Hour 3,tt00293564,2007,2.0,FAIL,2007FAIL,notalk,0.58928,180000000,140125968.0
Shooter,tt0822854,2007,2.0,FAIL,2007FAIL,notalk,0.514432,60000000,47003582.0
Shrek the Third,tt0413267,2007,2.0,PASS,2007PASS,ok,0.6934600000000001,160000000,322719944.0
St. Trinian&#39;s,tt0964587,2007,2.0,PASS,2007PASS,ok,0.7487599999999998,11400000,15000.0
Stardust,tt0486655,2007,2.0,PASS,2007PASS,ok,0.9573079999999998,70000000,38634938.0
Sunshine,tt0448134,2007,2.0,FAIL,2007FAIL,notalk,0.32333199999999995,40000000,3688560.0
Superbad,tt0829482,2007,2.0,FAIL,2007FAIL,notalk,0.8272839999999999,17500000,121463226.0
Sydney White,tt0815244,2007,2.0,PASS,2007PASS,ok,0.6368520000000001,16500000,11892415.0
Teeth,tt0780622,2007,2.0,FAIL,2007FAIL,dubious,-0.004459999999999991,2000000,347578.0
The Bucket List,tt0825232,2007,2.0,FAIL,2007FAIL,notalk,0.8320000000000001,45000000,93466502.0
The Golden Compass,tt0385752,2007,2.0,PASS,2007PASS,ok,0.60128,205000000,70107728.0
The Kite Runner,tt0419887,2007,2.0,FAIL,2007FAIL,nowomen,0.7129080000000002,20000000,15800078.0
The Man from Earth,tt0756683,2007,2.0,FAIL,2007FAIL,notalk,0.7951280000000002,200000,
The Messengers,tt0425430,2007,2.0,PASS,2007PASS,ok,0.03844400000000001,16000000,35374833.0
The Mist,tt0884328,2007,2.0,PASS,2007PASS,ok,-0.05021999999999999,13000000,25593755.0
The Number 23,tt0481369,2007,2.0,FAIL,2007FAIL,notalk,0.39971599999999996,32000000,35193167.0
The Savages,tt0775529,2007,2.0,PASS,2007PASS,ok,0.5467160000000001,9000000,6623082.0
The Signal,tt0780607,2007,2.0,FAIL,2007FAIL,men,0.11258,50000,251150.0
The Simpsons Movie,tt0462538,2007,2.0,PASS,2007PASS,ok,0.653288,72500000,183135014.0
The Visitor,tt0857191,2007,2.0,FAIL,2007FAIL,dubious,0.7276840000000003,4000000,9427026.0
There Will Be Blood,tt0469494,2007,2.0,FAIL,2007FAIL,nowomen,0.4969000000000001,25000000,40222514.0
TMNT,tt0453556,2007,2.0,FAIL,2007FAIL,notalk,0.65522,35000000,54149098.0
Transformers,tt0418279,2007,2.0,FAIL,2007FAIL,notalk,0.706248,151000000,319246193.0
Tropa de Elite,tt0861739,2007,2.0,PASS,2007PASS,ok,-0.1136,6537890,8744.0
Waitress,tt0473308,2007,2.0,PASS,2007PASS,ok,0.7183519999999999,1500000,19097550.0
We Own the Night,tt0498399,2007,2.0,FAIL,2007FAIL,nowomen,0.7213959999999997,28000000,28563179.0
White Noise 2: The Light,tt0496436,2007,2.0,FAIL,2007FAIL,notalk,0.21806,10000000,
300,tt0416449,2006,2.0,FAIL,2006FAIL,nowomen,0.6738639999999998,60000000,210614939.0
A Scanner Darkly,tt0405296,2006,2.0,FAIL,2006FAIL,notalk,0.6339519999999998,20000000,5501616.0
Akeelah and the Bee,tt0437800,2006,2.0,PASS,2006PASS,ok,0.917132,8000000,18848430.0
Aquamarine,tt0429591,2006,2.0,PASS,2006PASS,ok,0.8196360000000001,12000000,18597342.0
Bandidas,tt0416496,2006,2.0,PASS,2006PASS,ok,0.6858280000000001,35000000,
Black Christmas,tt0454082,2006,2.0,PASS,2006PASS,ok,-0.371048,9000000,16235738.0
Blood Diamond,tt0450259,2006,2.0,FAIL,2006FAIL,notalk,0.47426,100000000,57377916.0
"Bon Cop, Bad Cop",tt0479647,2006,2.0,FAIL,2006FAIL,notalk,0.388608,8000000,12671300.0
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,tt0443453,2006,2.0,FAIL,2006FAIL,notalk,0.16468333333333338,18000000,128505958.0
Bug,tt0470705,2006,2.0,PASS,2006PASS,ok,0.15128799999999998,4000000,7006708.0
Cars,tt0317219,2006,2.0,FAIL,2006FAIL,notalk,0.9234280000000002,70000000,244082982.0
Casino Royale,tt0381061,2006,2.0,FAIL,2006FAIL,notalk,0.6474199999999999,102000000,167365000.0
Children of Men,tt0206634,2006,2.0,PASS,2006PASS,ok,0.5416440000000001,76000000,35552383.0
Clerks II,tt0424345,2006,2.0,FAIL,2006FAIL,dubious,0.8222440000000002,5000000,24148068.0
Crank,tt0479884,2006,2.0,FAIL,2006FAIL,nowomen,0.466896,12000000,27838408.0
Das Leben Der Anderen,tt0405094,2006,2.0,FAIL,2006FAIL,nowomen,0.7518240000000002,2000000,11284657.0
DOA: Dead or Alive,tt0398913,2006,2.0,PASS,2006PASS,ok,0.212468,30000000,480314.0
El laberinto del fauno (Pan's Labyrinth),tt0457430,2006,2.0,PASS,2006PASS,ok,0.3714280000000001,16000000,37634615.0
Eragon,tt0449010,2006,2.0,FAIL,2006FAIL,notalk,0.409152,100000000,75030163.0
Fido,tt0457572,2006,2.0,FAIL,2006FAIL,men,0.5312319999999999,8000000,298110.0
Final Destination 3,tt0414982,2006,2.0,PASS,2006PASS,ok,0.092404,25000000,54098051.0
Flushed Away,tt0424095,2006,2.0,FAIL,2006FAIL,nowomen,0.8607159999999999,149000000,64665672.0
For Your Consideration,tt0470765,2006,2.0,PASS,2006PASS,ok,0.768968,12000000,5549923.0
Friends with Money,tt0436331,2006,2.0,PASS,2006PASS,ok,0.9407280000000001,6500000,13368437.0
Ice Age: The Meltdown,tt0438097,2006,2.0,FAIL,2006FAIL,notalk,0.896344,75000000,195330621.0
Idlewild,tt0417225,2006,2.0,PASS,2006PASS,ok,0.7542000000000002,15000000,12669914.0
Inside Man,tt0454848,2006,2.0,FAIL,2006FAIL,dubious,0.6452680000000001,50000000,88634237.0
Jackass Number Two,tt0493430,2006,2.0,FAIL,2006FAIL,notalk,0.3724160000000001,11000000,72778712.0
Lady in the Water,tt0452637,2006,2.0,FAIL,2006FAIL,men,0.613904,75000000,42285169.0
Last Holiday,tt0408985,2006,2.0,PASS,2006PASS,ok,0.9242079999999998,45000000,38399961.0
Letters from Iwo Jima,tt0498380,2006,2.0,FAIL,2006FAIL,notalk,-0.4608,13000000,13756082.0
Little Children,tt0404203,2006,2.0,PASS,2006PASS,ok,0.658732,14000000,5463019.0
Little Miss Sunshine,tt0449059,2006,2.0,PASS,2006PASS,ok,0.7317760000000001,8000000,59891098.0
London To Brighton,tt0490166,2006,2.0,PASS,2006PASS,ok,0.5211399999999999,825000,
Lucky Number Slevin,tt0425210,2006,2.0,FAIL,2006FAIL,notalk,0.707004,27000000,22495466.0
Man of the Year,tt0483726,2006,2.0,FAIL,2006FAIL,notalk,0.718396,20000000,37442180.0
Marie Antoinette,tt0422720,2006,2.0,PASS,2006PASS,ok,0.7829399999999999,40000000,15962471.0
Miss Potter,tt0482546,2006,2.0,PASS,2006PASS,ok,0.8002120000000003,30000000,3005605.0
Monster House,tt0385880,2006,2.0,PASS,2006PASS,ok,0.6375079999999999,75000000,73661010.0
Nacho Libre,tt0457510,2006,2.0,FAIL,2006FAIL,nowomen,0.6062639999999999,32000000,80197993.0
Night at the Museum,tt0477347,2006,2.0,PASS,2006PASS,ok,0.90102,110000000,250863268.0
Notes on a Scandal,tt0465551,2006,2.0,PASS,2006PASS,ok,0.512516,27500000,17510118.0
Once,tt0907657,2006,2.0,FAIL,2006FAIL,men,0.9512,150000,9445857.0
Open Season,tt0400717,2006,2.0,FAIL,2006FAIL,notalk,0.62038,85000000,85105259.0
