title,imdb,year,decade code,binary,code,clean_test,average_sentiment,budget,domgross
Puss in Boots,tt0448694,2011,1.0,FAIL,2011FAIL,notalk,0.9449400000000004,130000000,149260504.0
Rango,tt1192628,2011,1.0,FAIL,2011FAIL,notalk,0.7662680000000001,135000000,123257581.0
Real Steel,tt0433035,2011,1.0,FAIL,2011FAIL,notalk,0.9133,110000000,85463309.0
Red Riding Hood,tt1486185,2011,1.0,PASS,2011PASS,ok,0.315044,42000000,37662162.0
Red State,tt0873886,2011,1.0,PASS,2011PASS,ok,0.11040400000000003,4000000,1065429.0
Restless,tt1498569,2011,1.0,PASS,2011PASS,ok,0.5422640000000001,8000000,163753.0
Rio,tt1436562,2011,1.0,FAIL,2011FAIL,notalk,0.8794160000000001,90000000,143619809.0
Rise of the Planet of the Apes,tt1318514,2011,1.0,FAIL,2011FAIL,notalk,0.919204,93000000,176760185.0
Shame,tt1723811,2011,1.0,FAIL,2011FAIL,notalk,-0.020139999999999984,6500000,4002293.0
Snow Flower and the Secret Fan,tt1541995,2011,1.0,PASS,2011PASS,ok,0.5905480000000001,6000000,1348205.0
Soul Surfer,tt1596346,2011,1.0,PASS,2011PASS,ok,0.7945359999999999,18000000,43853424.0
Source Code,tt0945513,2011,1.0,FAIL,2011FAIL,notalk,0.7783479999999997,32000000,54712227.0
Straw Dogs,tt0999913,2011,1.0,PASS,2011PASS,ok,0.027775999999999988,25000000,10324441.0
Sucker Punch,tt0978764,2011,1.0,PASS,2011PASS,ok,0.192608,75000000,36392502.0
Super 8,tt1650062,2011,1.0,PASS,2011PASS,ok,0.7358480000000001,50000000,127004179.0
Take Shelter,tt1675192,2011,1.0,PASS,2011PASS,ok,0.403664,4750000,1728953.0
The Adjustment Bureau,tt1385826,2011,1.0,FAIL,2011FAIL,dubious,0.8985960000000002,50200000,62495645.0
The Adventures of Tintin,tt0983193,2011,1.0,FAIL,2011FAIL,notalk,0.8949520000000001,130000000,77591831.0
The Artist,tt1655442,2011,1.0,FAIL,2011FAIL,notalk,0.912236,16000000,44667095.0
The Best Exotic Marigold Hotel,tt1412386,2011,1.0,PASS,2011PASS,ok,0.8980520000000001,10000000,46383639.0
The Cabin in the Woods,tt1259521,2011,1.0,FAIL,2011FAIL,dubious,0.4511959999999999,30000000,42073277.0
The Darkest Hour,tt1093357,2011,1.0,PASS,2011PASS,ok,0.28366399999999997,34800000,21443494.0
The Divide,tt1535616,2011,1.0,PASS,2011PASS,ok,-0.4187624999999999,3000000,18000.0
The Future,tt1235170,2011,1.0,PASS,2011PASS,ok,0.42892500000000017,1000000,568662.0
The Girl with the Dragon Tattoo,tt1568346,2011,1.0,FAIL,2011FAIL,notalk,0.695692,90000000,102515793.0
The Green Hornet,tt0990407,2011,1.0,FAIL,2011FAIL,notalk,0.4605360000000001,110000000,98780042.0
The Guard,tt1540133,2011,1.0,FAIL,2011FAIL,notalk,0.8235800000000001,6000000,5359774.0
The Help,tt1454029,2011,1.0,PASS,2011PASS,ok,0.7124560000000001,25000000,169705587.0
The Iron Lady,tt1007029,2011,1.0,PASS,2011PASS,ok,0.5310600000000001,14000000,29959436.0
The Lincoln Lawyer,tt1189340,2011,1.0,FAIL,2011FAIL,notalk,0.6569319999999998,40000000,58009200.0
The Mechanic,tt0472399,2011,1.0,FAIL,2011FAIL,nowomen,0.411128,42500000,29121498.0
The Muppets,tt1204342,2011,1.0,FAIL,2011FAIL,notalk,0.8896759999999998,45000000,88625922.0
The Rite,tt1161864,2011,1.0,FAIL,2011FAIL,dubious,0.6085520000000001,37000000,33047633.0
The Roommate,tt1265990,2011,1.0,PASS,2011PASS,ok,0.122404,16000000,37300107.0
The Smurfs,tt0472181,2011,1.0,PASS,2011PASS,ok,0.3700375,110000000,142614158.0
The Three Musketeers,tt1509767,2011,1.0,FAIL,2011FAIL,men,0.5559880000000001,90000000,20377913.0
The Tree of Life,tt0478304,2011,1.0,FAIL,2011FAIL,nowomen,0.63574,35000000,13305665.0
The Twilight Saga: Breaking Dawn - Part 1,tt1324999,2011,1.0,PASS,2011PASS,ok,-0.02363600000000004,127500000,281287133.0
Thor,tt0800369,2011,1.0,PASS,2011PASS,ok,0.814208,150000000,181030624.0
Tinker Tailor Soldier Spy,tt1340800,2011,1.0,FAIL,2011FAIL,notalk,0.727212,21000000,24149393.0
Tower Heist,tt0471042,2011,1.0,FAIL,2011FAIL,notalk,0.6747640000000001,85000000,78046570.0
Transformers: Dark of the Moon,tt1399103,2011,1.0,PASS,2011PASS,ok,0.643228,195000000,352390543.0
War Horse,tt1568911,2011,1.0,FAIL,2011FAIL,notalk,0.308352,70000000,79883359.0
Warrior,tt1291584,2011,1.0,FAIL,2011FAIL,notalk,0.4404039999999999,25000000,13657115.0
We Bought a Zoo,tt1389137,2011,1.0,FAIL,2011FAIL,men,0.8786280000000001,50000000,75624550.0
Weekend,tt1714210,2011,1.0,FAIL,2011FAIL,notalk,0.932976,190000,484592.0
What&#39;s Your Number,tt0770703,2011,1.0,PASS,2011PASS,ok,0.7161760000000001,20000000,14011084.0
Winnie the Pooh,tt1449283,2011,1.0,FAIL,2011FAIL,nowomen,0.939392,30000000,26692846.0
X-Men: First Class,tt1270798,2011,1.0,PASS,2011PASS,ok,0.5526040000000001,160000000,146408305.0
Young Adult,tt1625346,2011,1.0,PASS,2011PASS,ok,0.40433600000000003,12000000,16311571.0
Your Sister&#39;s Sister,tt1742336,2011,1.0,PASS,2011PASS,ok,0.7025919999999999,120000,1597486.0
127 Hours,tt1542344,2010,1.0,FAIL,2010FAIL,dubious,0.725852,18000000,18335230.0
Alice in Wonderland,tt1014759,2010,1.0,PASS,2010PASS,ok,0.669212,200000000,334191110.0
Animal Kingdom,tt1313092,2010,1.0,FAIL,2010FAIL,notalk,0.27919599999999994,4200000,1044039.0
Another Year,tt1431181,2010,1.0,PASS,2010PASS,ok,0.30522000000000005,8000000,3205706.0
Barney&#39;s Version,tt1423894,2010,1.0,PASS,2010PASS,ok,0.8194640000000001,30000000,7502560.0
Beginners,tt1532503,2010,1.0,FAIL,2010FAIL,notalk,0.7934359999999999,3200000,5790894.0
Biutiful,tt1164999,2010,1.0,FAIL,2010FAIL,notalk,0.114008,35000000,5101237.0
Black Swan,tt0947798,2010,1.0,PASS,2010PASS,ok,0.8788359999999998,13000000,106954678.0
Blue Valentine,tt1120985,2010,1.0,FAIL,2010FAIL,men,0.559292,1000000,9737892.0
Burlesque,tt1126591,2010,1.0,PASS,2010PASS,ok,0.946808,55000000,39440655.0
Casino Jack,tt1194417,2010,1.0,FAIL,2010FAIL,notalk,0.289616,12500000,2039869.0
Centurion,tt1020558,2010,1.0,FAIL,2010FAIL,notalk,0.361228,15000000,123570.0
Charlie St. Cloud,tt1438254,2010,1.0,FAIL,2010FAIL,notalk,0.646516,44000000,31206263.0
Clash of the Titans,tt0800320,2010,1.0,FAIL,2010FAIL,dubious,0.5482039999999999,125000000,163214888.0
Conviction,tt1244754,2010,1.0,PASS,2010PASS,ok,0.427484,12500000,6797696.0
Cop Out,tt1385867,2010,1.0,FAIL,2010FAIL,notalk,0.468304,37000000,44875481.0
Country Strong,tt1555064,2010,1.0,PASS,2010PASS,ok,0.6743159999999999,15000000,20218921.0
Cyrus,tt1336617,2010,1.0,FAIL,2010FAIL,notalk,0.518288,7000000,7468936.0
Date Night,tt1279935,2010,1.0,PASS,2010PASS,ok,0.82306,55000000,98711404.0
Dear John,tt0989757,2010,1.0,FAIL,2010FAIL,nowomen,0.507288,25000000,80014842.0
Despicable Me,tt1323594,2010,1.0,PASS,2010PASS,ok,0.8033439999999998,69000000,251513985.0
Devil,tt1314655,2010,1.0,PASS,2010PASS,ok,0.220088,10000000,33679655.0
Diary of a Wimpy Kid,tt1196141,2010,1.0,PASS,2010PASS,ok,0.6243,15000000,64003625.0
Dinner for Schmucks,tt0427152,2010,1.0,FAIL,2010FAIL,notalk,0.7074679999999998,69000000,73026337.0
Don&#39;t Be Afraid of the Dark,tt1270761,2010,1.0,PASS,2010PASS,ok,0.071244,25000000,24046682.0
Due Date,tt1231583,2010,1.0,FAIL,2010FAIL,notalk,0.7678920000000001,65000000,100539043.0
Dylan Dog: Dead of Night,tt1013860,2010,1.0,FAIL,2010FAIL,nowomen,0.3589320000000001,20000000,1186538.0
Easy A,tt1282140,2010,1.0,PASS,2010PASS,ok,0.8734439999999999,8000000,58401464.0
"Eat, Pray, Love",tt0879870,2010,1.0,PASS,2010PASS,ok,0.714752,60000000,80574010.0
Edge of Darkness,tt1226273,2010,1.0,FAIL,2010FAIL,notalk,0.544268,60000000,43313890.0
Everything Must Go,tt1531663,2010,1.0,FAIL,2010FAIL,notalk,0.739132,5000000,2712131.0
Fair Game,tt0977855,2010,1.0,PASS,2010PASS,ok,0.439076,50000000,11497497.0
Faster,tt1433108,2010,1.0,FAIL,2010FAIL,nowomen,0.3287799999999999,12000000,23240020.0
For Colored Girls,tt1405500,2010,1.0,PASS,2010PASS,ok,0.6297400000000001,21000000,37729698.0
Frozen,tt1323045,2010,1.0,FAIL,2010FAIL,notalk,-0.10550800000000002,150000000,393050114.0
Get Him To The Greek,tt1226229,2010,1.0,FAIL,2010FAIL,notalk,0.7532399999999999,40000000,61153526.0
Going the Distance,tt1322312,2010,1.0,PASS,2010PASS,ok,0.909488,32000000,17804299.0
Green Zone,tt0947810,2010,1.0,FAIL,2010FAIL,nowomen,-0.025655999999999998,100000000,35497337.0
Grown Ups,tt1375670,2010,1.0,PASS,2010PASS,ok,0.7370680000000001,75000000,162001186.0
Gunless,tt1376195,2010,1.0,FAIL,2010FAIL,men,0.5773119999999999,9900000,458054.0
Harry Potter and the Deathly Hallows: Part 1,tt0926084,2010,1.0,PASS,2010PASS,ok,0.832484,125000000,295983305.0
Hot Tub Time Machine,tt1231587,2010,1.0,FAIL,2010FAIL,notalk,0.549204,36000000,50269859.0
How to Train Your Dragon,tt0892769,2010,1.0,PASS,2010PASS,ok,0.902688,165000000,217581231.0
I Am Love,tt1226236,2010,1.0,PASS,2010PASS,ok,0.86236,10000000,5005465.0
Inception,tt1375666,2010,1.0,FAIL,2010FAIL,dubious,0.83916,160000000,292576195.0
Insidious,tt1591095,2010,1.0,PASS,2010PASS,ok,0.09571199999999998,1500000,54009150.0
Iron Man 2,tt1228705,2010,1.0,PASS,2010PASS,ok,0.689244,170000000,312433331.0
It&#39;s Kind of a Funny Story,tt0804497,2010,1.0,FAIL,2010FAIL,notalk,0.710096,8000000,6363628.0
Kick-Ass,tt1250777,2010,1.0,FAIL,2010FAIL,notalk,0.489552,28000000,48071303.0
Knight and Day,tt1013743,2010,1.0,FAIL,2010FAIL,men,0.8313800000000002,117000000,76423035.0
Legion,tt1038686,2010,1.0,PASS,2010PASS,ok,0.269048,26000000,40168080.0
Let Me In,tt1228987,2010,1.0,FAIL,2010FAIL,notalk,0.6926800000000001,20000000,12134935.0
Letters to Juliet,tt0892318,2010,1.0,FAIL,2010FAIL,dubious,0.8787520000000001,30000000,53032453.0
Love and Other Drugs,tt0758752,2010,1.0,FAIL,2010FAIL,men,0.830676,30000000,32367005.0
Machete,tt0985694,2010,1.0,PASS,2010PASS,ok,0.3563,12500000,26593646.0
Made In Dagenham,tt1371155,2010,1.0,PASS,2010PASS,ok,0.8173120000000001,8000000,1095369.0
Meek&#39;s Cutoff,tt1518812,2010,1.0,FAIL,2010FAIL,men,0.336104,2000000,977772.0
Megamind,tt1001526,2010,1.0,FAIL,2010FAIL,nowomen,0.4482,130000000,148415853.0
Monsters,tt1470827,2010,1.0,FAIL,2010FAIL,nowomen,0.37312,500000,237301.0
Morning Glory,tt1126618,2010,1.0,PASS,2010PASS,ok,0.7769839999999999,40000000,31011732.0
Nanny McPhee and the Big Bang,tt1415283,2010,1.0,PASS,2010PASS,ok,0.4052959999999999,35000000,29197642.0
Never Let Me Go,tt1334260,2010,1.0,PASS,2010PASS,ok,0.7898400000000001,15000000,2434652.0
Paranormal Activity 2,tt1536044,2010,1.0,PASS,2010PASS,ok,0.4072319999999999,3000000,84752907.0
Percy Jackson &amp; the Olympians: The Lightning Thief,tt0814255,2010,1.0,FAIL,2010FAIL,dubious,0.410304,95000000,88768303.0
Please Give,tt0878835,2010,1.0,PASS,2010PASS,ok,0.6725439999999999,3000000,4033574.0
Predators,tt1424381,2010,1.0,FAIL,2010FAIL,nowomen,0.527724,40000000,52000688.0
Prince of Persia: The Sands of Time,tt0473075,2010,1.0,FAIL,2010FAIL,nowomen,0.8073999999999998,200000000,90759676.0
Rabbit Hole,tt0935075,2010,1.0,PASS,2010PASS,ok,0.11969999999999995,5000000,2229058.0
Ramona and Beezus,tt0493949,2010,1.0,PASS,2010PASS,ok,0.9355600000000001,15000000,26167002.0
Red,tt1245526,2010,1.0,FAIL,2010FAIL,men,0.7662199999999999,60000000,90380162.0
Remember Me,tt1403981,2010,1.0,PASS,2010PASS,ok,0.5769000000000001,16000000,19068240.0
Repo Men,tt1053424,2010,1.0,PASS,2010PASS,ok,0.09944000000000004,32000000,13942007.0
Robin Hood,tt0955308,2010,1.0,FAIL,2010FAIL,dubious,0.7019280000000001,210000000,105487148.0
Salt,tt0944835,2010,1.0,PASS,2010PASS,ok,0.5586399999999999,130000000,118311368.0
Scott Pilgrim vs. the World,tt0446029,2010,1.0,PASS,2010PASS,ok,0.7302166666666667,85000000,31611316.0
Secretariat,tt1028576,2010,1.0,PASS,2010PASS,ok,0.9722120000000004,35000000,59699513.0
Sex and the city 2,tt1261945,2010,1.0,PASS,2010PASS,ok,0.183092,95000000,95347692.0
Shrek Forever After,tt0892791,2010,1.0,FAIL,2010FAIL,notalk,0.9198000000000002,165000000,238736787.0
Shutter Island,tt1130884,2010,1.0,FAIL,2010FAIL,notalk,0.31092400000000003,80000000,128012934.0
Skyline,tt1564585,2010,1.0,FAIL,2010FAIL,dubious,0.052007999999999985,10000000,21416355.0
Somewhere,tt1421051,2010,1.0,FAIL,2010FAIL,dubious,0.5533399999999999,7000000,1785645.0
Submarine,tt1440292,2010,1.0,FAIL,2010FAIL,notalk,0.7421799999999998,1900000,467602.0
Super,tt1512235,2010,1.0,FAIL,2010FAIL,notalk,0.4138639999999999,2500000,327716.0
Takers,tt1135084,2010,1.0,FAIL,2010FAIL,notalk,0.439812,32000000,57744720.0
Tangled,tt0398286,2010,1.0,PASS,2010PASS,ok,0.911136,260000000,200821936.0
The A-Team,tt0429493,2010,1.0,FAIL,2010FAIL,nowomen,0.813788,110000000,77222099.0
The Back-up Plan,tt1212436,2010,1.0,PASS,2010PASS,ok,0.5359959999999999,35000000,37490007.0
The Chronicles of Narnia: The Voyage of the Dawn Treader,tt0980970,2010,1.0,PASS,2010PASS,ok,0.5691480000000001,155000000,104386950.0
The Conspirator,tt0968264,2010,1.0,FAIL,2010FAIL,dubious,0.33837199999999995,25000000,11538204.0
The Crazies,tt0455407,2010,1.0,PASS,2010PASS,ok,-0.15879200000000002,19000000,39123589.0
The Debt,tt1226753,2010,1.0,PASS,2010PASS,ok,0.378628,20000000,31177548.0
The Expendables,tt1320253,2010,1.0,FAIL,2010FAIL,notalk,0.274672,82000000,103068524.0
The Fighter,tt0964517,2010,1.0,FAIL,2010FAIL,men,0.9023000000000002,11000000,93617009.0
The Ghost Writer,tt1139328,2010,1.0,FAIL,2010FAIL,men,0.562296,45000000,15541549.0
The Illusionist,tt0775489,2010,1.0,FAIL,2010FAIL,nowomen,0.643224,16500000,39868642.0
The Karate Kid,tt1155076,2010,1.0,FAIL,2010FAIL,dubious,0.4480759999999999,40000000,176591618.0
The Kids Are All Right,tt0842926,2010,1.0,PASS,2010PASS,ok,0.8068599999999999,4000000,20811365.0
The Killer Inside Me,tt0954947,2010,1.0,FAIL,2010FAIL,notalk,-0.366244,13000000,217277.0
The King&#39;s Speech,tt1504320,2010,1.0,PASS,2010PASS,ok,0.6588720000000001,15000000,138797449.0
The Last Airbender,tt0938283,2010,1.0,FAIL,2010FAIL,notalk,0.08090399999999999,150000000,131772187.0
The Last Exorcism,tt1320244,2010,1.0,PASS,2010PASS,ok,0.12654400000000002,1800000,41034350.0
The Losers,tt0480255,2010,1.0,FAIL,2010FAIL,notalk,0.426416,25000000,23591432.0
The Next Three Days,tt1458175,2010,1.0,PASS,2010PASS,ok,0.532872,30000000,21148651.0
The Other Guys,tt1386588,2010,1.0,FAIL,2010FAIL,nowomen,0.814852,100000000,119219978.0
The Runaways,tt1017451,2010,1.0,PASS,2010PASS,ok,0.8452160000000001,9500000,3573673.0
The Social Network,tt1285016,2010,1.0,FAIL,2010FAIL,notalk,0.7930159999999999,40000000,96962694.0
The Sorcerer&#39;s Apprentice,tt0963966,2010,1.0,FAIL,2010FAIL,notalk,0.7393000000000001,160000000,63150991.0
The Spy Next Door,tt1273678,2010,1.0,PASS,2010PASS,ok,0.53772,28000000,24307106.0
The Switch,tt0889573,2010,1.0,FAIL,2010FAIL,men,0.8234760000000001,19000000,27758465.0
The Tempest,tt1274300,2010,1.0,PASS,2010PASS,ok,0.5230119999999999,20000000,277943.0
The Tourist,tt1243957,2010,1.0,FAIL,2010FAIL,nowomen,0.8208799999999999,100000000,67631157.0
The Town,tt0840361,2010,1.0,FAIL,2010FAIL,notalk,0.7647760000000001,37000000,92186262.0
The Twilight Saga: Eclipse,tt1325004,2010,1.0,PASS,2010PASS,ok,0.3714960000000001,68000000,300531751.0
The Wolfman,tt0780653,2010,1.0,FAIL,2010FAIL,notalk,0.392288,150000000,62189884.0
Tiny Furniture,tt1570989,2010,1.0,PASS,2010PASS,ok,0.584804,50000,391674.0
Toy Story 3,tt0435761,2010,1.0,FAIL,2010FAIL,dubious,0.780536,200000000,415004880.0
Tron Legacy,tt1104001,2010,1.0,FAIL,2010FAIL,notalk,0.8038439999999999,200000000,172062763.0
True Grit,tt1403865,2010,1.0,PASS,2010PASS,ok,0.6718159999999999,35000000,171243005.0
Tucker and Dale vs Evil,tt1465522,2010,1.0,PASS,2010PASS,ok,0.32834800000000003,5000000,223838.0
Unstoppable,tt0477080,2010,1.0,FAIL,2010FAIL,dubious,0.641968,95000000,81562942.0
Valentine&#39;s Day,tt0817230,2010,1.0,PASS,2010PASS,ok,0.7121320000000001,52000000,110485654.0
Wall Street: Money Never Sleeps,tt1027718,2010,1.0,FAIL,2010FAIL,dubious,0.33925200000000005,70000000,52474616.0
Welcome to the Rileys,tt1183923,2010,1.0,PASS,2010PASS,ok,0.715392,10000000,152857.0
Wild Target,tt1235189,2010,1.0,FAIL,2010FAIL,notalk,0.7100280000000001,8000000,109338.0
Winter&#39;s Bone,tt1399683,2010,1.0,PASS,2010PASS,ok,0.5377480000000001,2000000,6531503.0
Womb,tt1216520,2010,1.0,PASS,2010PASS,ok,0.7306919999999999,13000000,
Yogi Bear,tt1302067,2010,1.0,FAIL,2010FAIL,nowomen,0.671376,80000000,100246011.0
You Again,tt1414382,2010,1.0,PASS,2010PASS,ok,0.5706680000000001,20000000,25702053.0
You Will Meet a Tall Dark Stranger,tt1182350,2010,1.0,PASS,2010PASS,ok,0.7340720000000001,15000000,3247816.0
(500) Days of Summer,tt1022603,2009,2.0,FAIL,2009FAIL,notalk,0.6537000000000001,7500000,32391374.0
17 Again,tt0974661,2009,2.0,PASS,2009PASS,ok,0.813968,40000000,64167069.0
2012,tt1190080,2009,2.0,FAIL,2009FAIL,notalk,0.3115600000000001,200000000,166112167.0
9,tt0472033,2009,2.0,FAIL,2009FAIL,nowomen,0.58444,30000000,31749894.0
A Perfect Getaway,tt0971209,2009,2.0,FAIL,2009FAIL,dubious,0.5523399999999999,14000000,15515460.0
A Serious Man,tt1019452,2009,2.0,FAIL,2009FAIL,men,0.5352519999999998,7000000,9228788.0
A Single Man,tt1315981,2009,2.0,FAIL,2009FAIL,notalk,0.576188,7000000,9176000.0
Adam,tt1185836,2009,2.0,FAIL,2009FAIL,men,0.7981719999999999,3200000,2277396.0
Adventureland,tt1091722,2009,2.0,FAIL,2009FAIL,men,0.7721800000000001,9800000,16044025.0
Agora,tt1186830,2009,2.0,FAIL,2009FAIL,notalk,0.621912,70000000,619423.0
Ajami,tt1077262,2009,2.0,FAIL,2009FAIL,men,0.126152,1000000,621859.0
All About Steve,tt0881891,2009,2.0,PASS,2009PASS,ok,0.8108839999999999,15000000,33862903.0
An Education,tt1174732,2009,2.0,PASS,2009PASS,ok,0.5934000000000001,7500000,12574914.0
Angels &amp; Demons,tt0808151,2009,2.0,FAIL,2009FAIL,nowomen,0.512332,150000000,133375846.0
Armored,tt0913354,2009,2.0,FAIL,2009FAIL,nowomen,0.25328,20000000,15988876.0
Astro Boy,tt0375568,2009,2.0,FAIL,2009FAIL,dubious,0.6381160000000001,65000000,19551067.0
Avatar,tt0499549,2009,2.0,FAIL,2009FAIL,men,0.6648839999999998,425000000,760507625.0
Away We Go,tt1176740,2009,2.0,PASS,2009PASS,ok,0.7754719999999999,21000000,9451946.0
Br&uuml;no,tt0889583,2009,2.0,FAIL,2009FAIL,nowomen,0.4608519999999999,42000000,60054530.0
Bride Wars,tt0901476,2009,2.0,PASS,2009PASS,ok,0.5143839999999998,30000000,58715510.0
Bright Star,tt0810784,2009,2.0,PASS,2009PASS,ok,0.8249160000000001,8500000,4444637.0
Brooklyn&#39;s Finest,tt1210042,2009,2.0,FAIL,2009FAIL,notalk,0.11805999999999998,17000000,27163593.0
Brothers,tt0765010,2009,2.0,PASS,2009PASS,ok,0.47578000000000004,26000000,28544157.0
Capitalism: A Love Story,tt1232207,2009,2.0,FAIL,2009FAIL,notalk,0.022243999999999996,20000000,14363397.0
Case 39,tt0795351,2009,2.0,PASS,2009PASS,ok,0.13355200000000006,27000000,13261851.0
Chloe,tt1352824,2009,2.0,FAIL,2009FAIL,men,0.560388,13000000,3075255.0
Cloudy with a Chance of Meatballs,tt0844471,2009,2.0,FAIL,2009FAIL,notalk,0.9173399999999999,100000000,124870275.0
Coco avant Chanel,tt1035736,2009,2.0,PASS,2009PASS,ok,0.8257479999999997,23000000,6113834.0
Coraline,tt0327597,2009,2.0,PASS,2009PASS,ok,0.8007559999999999,60000000,75286229.0
Daybreakers,tt0433362,2009,2.0,FAIL,2009FAIL,notalk,0.705016,20000000,30101577.0
Dead Snow,tt1278340,2009,2.0,FAIL,2009FAIL,men,-0.17011199999999999,800000,46742.0
District 9,tt1136608,2009,2.0,FAIL,2009FAIL,notalk,0.5144479999999999,30000000,115646235.0
Drag Me to Hell,tt1127180,2009,2.0,PASS,2009PASS,ok,-0.264792,30000000,42100625.0
Enter the Void,tt1191111,2009,2.0,FAIL,2009FAIL,notalk,0.34979200000000005,16000000,337997.0
Everybody&#39;s Fine,tt0780511,2009,2.0,FAIL,2009FAIL,men,0.756456,20000000,9208876.0
Fantastic Mr. Fox,tt0432283,2009,2.0,FAIL,2009FAIL,notalk,0.955584,40000000,21002919.0
Fast &amp; Furious,tt1013752,2009,2.0,FAIL,2009FAIL,notalk,0.418496,85000000,155064265.0
Fired Up!,tt1083456,2009,2.0,FAIL,2009FAIL,notalk,0.8840960000000001,20000000,17231291.0
Fish Tank,tt1232776,2009,2.0,PASS,2009PASS,ok,0.19007200000000005,3000000,374675.0
Friday the 13th,tt0758746,2009,2.0,FAIL,2009FAIL,men,-0.28063199999999994,17000000,65002019.0
Funny People,tt1201167,2009,2.0,FAIL,2009FAIL,notalk,0.609876,72500000,51855045.0
G-Force,tt0436339,2009,2.0,FAIL,2009FAIL,notalk,0.6032800000000001,150000000,119436770.0
G.I. Joe: The Rise of Cobra,tt1046173,2009,2.0,FAIL,2009FAIL,notalk,0.44633599999999984,175000000,150201498.0
Gamer,tt1034032,2009,2.0,FAIL,2009FAIL,notalk,0.490176,50000000,20534907.0
Get Low,tt1194263,2009,2.0,FAIL,2009FAIL,notalk,0.806128,7000000,9176933.0
Harry Brown,tt1289406,2009,2.0,FAIL,2009FAIL,notalk,0.020751999999999986,7300000,1818681.0
Harry Potter and the Half-Blood Prince,tt0417741,2009,2.0,PASS,2009PASS,ok,0.53764,250000000,301959197.0
He&#39;s Just Not That Into You,tt1001508,2009,2.0,PASS,2009PASS,ok,0.6836999999999999,40000000,93953653.0
I Come with the Rain,tt1024744,2009,2.0,FAIL,2009FAIL,nowomen,0.023969565217391305,18000000,0.0
I Love You Phillip Morris,tt1045772,2009,2.0,FAIL,2009FAIL,notalk,0.90332,13000000,2037459.0
"I Love You, Man",tt1155056,2009,2.0,FAIL,2009FAIL,men,0.8543599999999998,40000000,71440011.0
Ice Age: Dawn of the Dinosaurs,tt1080016,2009,2.0,FAIL,2009FAIL,notalk,0.9332879999999999,90000000,196573705.0
Inglourious Basterds,tt0361748,2009,2.0,FAIL,2009FAIL,dubious,0.632376,70000000,120831050.0
Invictus,tt1057500,2009,2.0,FAIL,2009FAIL,notalk,0.8419680000000003,49000000,37491364.0
It&#39;s Complicated,tt1230414,2009,2.0,PASS,2009PASS,ok,0.9299200000000002,85000000,112735375.0
Jennifer&#39;s Body,tt1131734,2009,2.0,PASS,2009PASS,ok,0.5301600000000001,16000000,16204793.0
Julie &amp; Julia,tt1135503,2009,2.0,PASS,2009PASS,ok,0.93432,40000000,94125426.0
Knowing,tt0448011,2009,2.0,FAIL,2009FAIL,notalk,0.2946920000000001,50000000,79957634.0
Law Abiding Citizen,tt1197624,2009,2.0,FAIL,2009FAIL,notalk,0.265284,53000000,73357727.0
Life During Wartime,tt0808526,2009,2.0,PASS,2009PASS,ok,0.514472,4500000,281447.0
Micmacs (Micmacs &agrave; tire-larigot),tt1149361,2009,2.0,FAIL,2009FAIL,dubious,0.6928720000000002,42000000,1259693.0
Monsters vs Aliens,tt0892782,2009,2.0,FAIL,2009FAIL,dubious,0.9467639999999999,175000000,198351526.0
Moon,tt1182345,2009,2.0,FAIL,2009FAIL,notalk,0.5313439999999999,5000000,5010163.0
Mother and Child,tt1121977,2009,2.0,PASS,2009PASS,ok,0.7955880000000002,7000000,1110509.0
My Bloody Valentine 3D,tt1179891,2009,2.0,FAIL,2009FAIL,men,-0.20768,14000000,51545952.0
My Sister&#39;s Keeper,tt1078588,2009,2.0,PASS,2009PASS,ok,0.5501000000000001,27500000,49200230.0
Nine,tt0875034,2009,2.0,FAIL,2009FAIL,men,0.815496,80000000,19676965.0
Ninja Assassin,tt1186367,2009,2.0,FAIL,2009FAIL,notalk,-0.06085200000000001,50000000,38122883.0
Nowhere Boy,tt1266029,2009,2.0,FAIL,2009FAIL,dubious,0.8929640000000001,1900000,1445366.0
Ondine,tt1235796,2009,2.0,PASS,2009PASS,ok,0.7548999999999999,12000000,550472.0
Paa,tt1532957,2009,2.0,FAIL,2009FAIL,men,0.7440439999999999,4300000,199228.0
Pandorum,tt1188729,2009,2.0,FAIL,2009FAIL,notalk,0.31717199999999995,40000000,10330853.0
Perrier&#39;s Bounty,tt1003034,2009,2.0,FAIL,2009FAIL,nowomen,0.362475,6600000,828.0
Planet 51,tt0762125,2009,2.0,FAIL,2009FAIL,notalk,0.8701079999999999,60000000,42194060.0
Precious: Based on the Novel Push by Sapphire,tt0929632,2009,2.0,PASS,2009PASS,ok,0.626632,10000000,47566524.0
Public Enemies,tt1152836,2009,2.0,FAIL,2009FAIL,notalk,0.6570559999999999,102500000,97104620.0
Push,tt0465580,2009,2.0,PASS,2009PASS,ok,0.6214360000000002,38000000,31811527.0
Sherlock Holmes,tt0988045,2009,2.0,FAIL,2009FAIL,notalk,0.8542840000000002,90000000,209028679.0
Splice,tt1017460,2009,2.0,PASS,2009PASS,ok,0.40772400000000014,30000000,17010170.0
Star Trek,tt0796366,2009,2.0,PASS,2009PASS,ok,0.58918,140000000,257730019.0
State of Play,tt0473705,2009,2.0,PASS,2009PASS,ok,0.6950760000000001,60000000,37017955.0
